order,name,altName,cer,lat,lon,writ,type,countr,ha,bibl
988,Tuḫana,"Tuḫana, Tuhana, Tuḫan, Tuwāna, Tuwanuwa, Tuwannuwa, Dana, Eusebeia am Tauros, Εὐσέβεια πρὸς τῷ Ταύρῳ, Tyana, Τύανα, Col. Aurelia Antoniniana, al-Kanāʾis, Tuwan, Ṭuwāna, Ṭavāna, Kemerhisar",2,37.82271390782822,34.57021853237792,"KUR.tu-ḫa-na-a-a, 𒆳𒌅𒄩𒈾𒀀𒀀, KUR.tu₂-ḫa-na-a-a, 𒆳𒌓𒄩𒈾𒀀𒀀, URU.tu-ḫa-na-a-a, 𒌷𒌅𒄩𒈾𒀀𒀀","city, country","Tabālu, Turkey",1 D3,"Bagg RGTC 7 1: 259, Helsinki Atlas: 17 (map 1 D3), Parpola Toponyms: 359 (Tuḫan), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tuwanuwa / Tuhana / Tyana (Kemerhisar)</a>, <a href='https://pleiades.stoa.org/places/648801' target='_blank'>Pleiades: Tyana/Col. Aurelia Antoniniana</a>, <a href='https://www.geonames.org/308203/kemerhisar.html' target='_blank'>Geonames: Kemerhisar</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Tuhana</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic Names (Tuhanayu [of Tuhana])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic Names (Tuhanayu [of Tuhana])</a>"
943,Tāmtu elītu,"Tāmtu elītu, Tāmtu rabītu, Mediterranean Sea",2,–,–,–,sea,–,–,–
944,Tāmtu elītu ša Naʾiri,"Tāmtu elītu ša Naʾiri, Tāmtu ša Naʾiri, Lake Van",2,–,–,–,lake,–,4 B3,Helsinki Atlas: 17 (map 4 B3)
945,Tāmtu ša Kaldi,"Tāmtu ša Kaldi, Persian Gulf",2,–,–,–,sea,–,17 B4,Helsinki Atlas: 17 (map 17 B4)
946,Tāmtu ša Zamua,"Tāmtu ša Zamua, Lake Zeribor",2,–,–,–,lake,–,11 B1,Helsinki Atlas: 17 (map 11 B1)
947,Tāmtu šaplītu ša Naʾiri,"Tâmtu šaplītu ša Naʾiri, Tâmtu-šaplītu-ša-Naʾiri, Tāmtu šaplītu ša Naʾiri, Tâmtu ša Naʾiri, Tâmtu-ša-Naʾiri, Tāmtu ša Naʾiri, Lake Urmia, Daryacheh-i Urumiyeh, Daryacheh-ye Orumiyeh, دَرياچِۀ اُروميِّه, دریاچه ارومیه, Daryacheh-i Rizaiyeh, Daryācheh-ye Rezā’īyeh, دَرياچِۀ رِضائيِّه, Daryacheh-i Shahi, Daryācheh-ye Shāhī, دَرياچِۀ شاهی",2,37.5903,45.43945,"tam-di KI.TA ša KUR.na-i-ri, 𒌓𒁲𒆠𒋫𒊭𒆳𒈾𒄿𒊑, tam-di KI.TA šá KUR.na-i-ri, 𒌓𒁲𒆠𒋫𒃻𒆳𒈾𒄿𒊑, A.AB.BA ša KUR.na-ʾi-ri, 𒀀𒀊𒁀𒊭𒆳𒈾𒀪𒊑, A.AB.BA ša KUR.na-i-ri, 𒀀𒀊𒁀𒊭𒆳𒈾𒄿𒊑, A.AB.BA šá KUR.na-ʾi-ri, 𒀀𒀊𒁀𒃻𒆳𒈾𒀪𒊑, A.AB.BA šá KUR.na-i-ri, 𒀀𒀊𒁀𒃻𒆳𒈾𒄿𒊑, tam-di ša KUR.KUR-na-ʾi-ri, 𒌓𒁲𒊭𒆳𒆳𒈾𒀪𒊑, tam-di ša KUR.KUR.na-i-ri, 𒌓𒁲𒊭𒆳𒆳𒈾𒄿𒊑, tam-di ša KUR.na-i-ri, 𒌓𒁲𒊭𒆳𒈾𒄿𒊑, tam-di šá KUR.na-i-ri, 𒌓𒁲𒃻𒆳𒈾𒄿𒊑, tam-di šà KUR.na-i-ri, 𒌓𒁲𒊮𒆳𒈾𒄿𒊑, tam-tim ša KUR.na-ʾi-i-ri, 𒌓𒁴𒊭𒆳𒈾𒀪𒄿𒊑",lake,"Urarṭu, Iran, West Azerbaijan, East Azerbaijan",5 A3,"Bagg RGTC 7 3/2: 765–766, Bagg RGTC 7 3/2: 761–762 (Tâmtu ša Naʾiri), Helsinki Atlas: 17 (map 5 A3; Tāmtu (šaplītu) ša Naʾiri), Parpola Toponyms: 346 (Tâmtu ša Naʾiri), Parpola Toponyms: 346–347 (under Tâmtu šaplītu), <a href='https://www.geonames.org/121800/lake-urmia.html' target='_blank'>Geonames: Lake Urmia</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Watercourses (Tamtu elitu u Tamtu šaplitu ša Naʾiri [Upper and Lower Seas of the Naʾiri Lands])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RINAP Glossary: Watercourses (Tamtu ša Naʾiri [Sea of the Naʾiri Lands])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Watercourses (Tamtu ša Naʾiri [Sea of the Naʾiri Lands])</a>"
958,Tāsa,"Tāsa, Tasa, Tāše, Taše, Yayla, Taşdelen (?), Tasdelen (?)",4,38.63092,40.52793,"URU.ta-sa, 𒌷𒋫𒊓",town,"Naʾiri, Turkey",3 B2,"Bagg RGTC 7 2/2: 590–591, Helsinki Atlas: 17 (map 3 B2), Parpola Toponyms: 349, <a href='https://www.geonames.org/297499/yayla.html' target='_blank'>Geonames: Yayla</a>, <a href='https://www.geonames.org/299785/tasdelen.html' target='_blank'>Geonames: Taşdelen</a>, <a href='https://www.geonames.org/299786/tasdelen.html' target='_blank'>Geonames: Taşdelen</a>, <a href='https://www.geonames.org/7003103/yayla.html' target='_blank'>Geonames: Yayla</a>, <a href='https://www.geonames.org/7001476/yayla.html' target='_blank'>Geonames: Yayla</a>, <a href='https://www.geonames.org/7001460/yayla.html' target='_blank'>Geonames: Yayla</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tasa [1])</a>"
966,Tīdu,"Tīdu, Tidu, Kerh, Kerh-i Dicle, Kurkh, Charcha, Üç Tepe, Üçtepe",2,37.82613909184944,40.53987809622119,–,fortress,Turkey,3 D3,"Helsinki Atlas: 17 (map 3 D3), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tidu? (Üç Tepe / Kurkh)</a>"
1002,Tūʾimmu,"Tūʾimmu, Tuʾimmu, Tuʾimme, Tu'ammu, Tuʾammu, Tayimu, Taimu, twʾm, Tuwwama, Tawwāmi, Tawʾama, Tawāmah, Taw’amah, Tawamah, توامة, al-Tawameh, Taʾum (?), Ţa‘ūm (?), Ţu‘ūm (?), طعوم, Tall Ṭaʿam (?), Tall Taim (?)",3,36.19351402699451,36.8109182544023,"URU.tu-ʾi-im-me, 𒌷𒌅𒀪𒅎𒈨, URU.tu-im-mu, 𒌷𒌅𒅎𒈬, URU.tu-ʾu-am-mu, 𒌷𒌅𒀪𒄠𒈬, URU.tu-ʾa-am-mu, 𒌷𒌅𒀪𒄠𒈬, URU.tú-ʾi-mu, 𒌷𒌓𒀪𒈬, URU.tú-im-me, 𒌷𒌓𒅎𒈨, URU.tú-im-mu, 𒌷𒌓𒅎𒈬, twʾm, 𐡕𐡅𐡀𐡌","prov. capital, city, province","Bīt-Agūsi, Tūʾimmu province, Syria",2 C5,"Bagg RGTC 7 1: 259–260, Helsinki Atlas: 17 (map 2 C5), Parpola Toponyms: 358, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tu'ammu? (Tuwwama)</a>, <a href='https://www.geonames.org/163320/tawamah.html' target='_blank'>Geonames: Tawāmah</a>, <a href='https://www.geonames.org/4705/tu-um.html' target='_blank'>Geonames: Ţu‘ūm</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Tuʾimmu [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tuʾimmu [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tuʾimmu [1])</a>"
1035,Uajis,"Uajis, Uayis, Uâsi, Uesi, Uaisi, Uaysi, Waisi, Aisa, Wiše, Uiše, Qalātgāh, Qalatgah, Qualatgah, Oshnavīyeh (?), Oshnaviyeh (?), Ušnavieh (?), Ushnūīyeh (?), اشنويه, Ushnū (?), Qalʿe Esmaʾīl Aġā (?), Qal‘eh-ye Esmā‘īl Āqā (?), قلعه اسماعیل آقا, قَلعِۀ اِسماعيلاقا, Esma`ilaqa Qal`ehsi (?), Esmā‘īlāqā Qal‘ehsī (?), اِسماعيلاقا قَلعِهسی",3,37.0353,45.2208,"ú-e-si, 𒌑𒂊𒋛, KUR.ú-a-ii-is, 𒆳𒌑𒀀𒅀𒄑, KUR.ú-a-si, 𒆳𒌑𒀀𒋛, URU.u-a-si, 𒌷𒌋𒀀𒋛, URU.ú-a-a-si, 𒌷𒌑𒀀𒀀𒋛, URU.ú-a-ii-is, 𒌷𒌑𒀀𒅀𒄑, URU.ú-a-si, 𒌷𒌑𒀀𒋛, URU.ú-e-si, 𒌷𒌑𒂊𒋛","fortress, city, prov. capital, Urarṭian province","Urarṭu, Iran, West Azerbaijan",4 E4,"Bagg RGTC 7 3/2: 576–578, Helsinki Atlas: 18 (Waisi; map 4 E4), Parpola Toponyms: 362–363 (Uâsi), <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Qalatgah</a>, <a href='https://www.geonames.org/121795/oshnaviyeh.html' target='_blank'>Geonames: Oshnavīyeh</a>, <a href='https://www.geonames.org/20925/qal-eh-ye-esma-il-aqa.html' target='_blank'>Geonames: Qal‘eh-ye Esmā‘īl Āqā</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Waisi</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Uayis [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Uayis [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Uayis [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Uayis [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Waisi [1])</a>"
1072,Uatzunza,Uatzunza,–,–,–,"URU.ú-at-zu-un-za, 𒌷𒌑𒀜𒍪𒌦𒍝",fortified city,"Sangibūtu, Iran",–,Bagg RGTC 7 3/2: 579
1073,Ubabara,Ubabara,–,–,–,"URU.ú-ba-ba-ra, 𒌷𒌑𒁀𒁀𒊏","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/2: 581, Parpola Toponyms: 363, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ubabara)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ubabara)</a>"
1003,Ubasê,"Ubasê, Ubasē, Ubase, Tall Ḥuwaysh, Tell Ḥuwaiš, Tell Huweish, Tell Huwaish, Tell Khuwaish, Tall Khuwaish, تل حويش, Tall al-Ḥuwaiš",3,35.593333,43.231111,"URU.ú-ba-se-e, 𒌷𒌑𒁀𒋛𒂊, URU.ú-ba-si, 𒌷𒌑𒁀𒋛, URU.ub-si-a-a, 𒌷𒌒𒋛𒀀𒀀",town,"Assyria, Iraq",10 C1,"Bagg RGTC 7 2/2: 620, Helsinki Atlas: 17 (map 10 C1), Parpola Toponyms: 363, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Khuwaish)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall Ḥuwaysh</a>, <a href='https://pleiades.stoa.org/places/292494806' target='_blank'>Pleiades: Tall Ḥuwaysh</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall Khuwaish / Ubasē (HIGEOMES Nr. 417)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Ubase [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Ubase [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ubase [1])</a>"
1248,Ubianda,Ubianda,–,–,–,"KUR.ú-bi-an-da, 𒆳𒌑𒁉𒀭𒁕","mountains, mountain ","Urarṭu, Armarijalî, Iran, West Azerbaijan",–,"Bagg RGTC 7 3/2: 581, Parpola Toponyms: 364, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ubianda [Mount Ubianda])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ubianda [Mount Ubianda])</a>"
1004,Udu,"Udu, Uda, Arpatepe, Araptepe, Arpatepe Köyü, Arpatepekëy, Arpatepekey, Doruk, Dereiçi (?), Dereici (?), Killit (?), قلت, ܩܶܠܬ, Killith (?)",4,37.7025,40.79219,"URU.ú-da, 𒌷𒌑𒁕, URU.ú-di, 𒌷𒌑𒁲","town, fortified town","Nirdun, Turkey",–,"Bagg RGTC 7 2/2: 621–622, Parpola Toponyms: 364 (Uda), <a href='https://www.geonames.org/316275/doruk.html' target='_blank'>Geonames: Doruk/Arpatepe</a>, <a href='https://www.geonames.org/317022/dereici.html' target='_blank'>Geonames: Dereiçi/Killit</a>, <a href='https://www.geonames.org/323534/arpatepe.html' target='_blank'>Geonames: Arpatepe</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Udu [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Udu [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Udu [1])</a>"
1005,Udūmu,"Udūmu, Edom, Edôm",1,–,–,–,country,–,14 C3,Helsinki Atlas: 17 (map 14 C3)
1006,Ugarit,"Ugarit, Ras Shamra",1,35.60212119674047,35.78557402494275,–,city,Syria,–,"<a href='https://ochre.lib.uchicago.edu/RSTI' target='_blank'>Ras Shamra Tablet Inventory (RSTI)</a>, <a href='https://www.ras-shamra.ougarit.mom.fr' target='_blank'>Ugarit Website</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Ugarit (Ras Shamra)</a>"
1007,Ukku,"Ukku, Sirnak",4,37.51666,42.46816,–,city,–,4 B4,Helsinki Atlas: 17 (map 4 B4)
1009,Ulluba,"Ulluba, Birtu, Plain of Zāḫū",–,–,–,–,"district, province",–,4 B4,"Helsinki Atlas: 17 (map 4 B4), Bagg RGTC 7 2/1: 105–106 (Birtu 2)"
1010,Uluruš,Uluruš,–,–,–,–,mountain,–,3 C2,Helsinki Atlas: 18 (map 3 C2)
1011,Umma,"Umma, Tell Jokha",–,31.66743001625768,45.88767609164621,–,city,"Babylonia, Iraq",–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Umma (Tell Jokha)</a>
1012,Unniga,"Unniga, Unnigâ, Unaga, Uniga, Unipgum (?), Unchae, Onchae, Tall Ğudaida, Tell el-Judaideh, Tell Gdidah",3,36.2675899088881,36.5867846849195,"URU.un-ni-ga-a, 𒌷𒌦𒉌𒂵𒀀",town,"Unqi, Turkey",2 C4,"Bagg RGTC 7 1: 267, Helsinki Atlas: 18 (map 2 C4), Parpola Toponyms: 367, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell el-Judaideh)</a>, <a href='https://pleiades.stoa.org/places/662191' target='_blank'>Pleiades: Onchae</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Unniga [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Unniga [1])</a>"
1013,Unqi,"Unqi, ʿmg, al-ʿAmq, ʿAmuq",–,–,–,–,territory,–,2 C4,Helsinki Atlas: 18 (map 2 C4)
1014,Upâ,"Upâ, Jabal Ţāslūjah, جبل طاسلوجة, Shākh-i Tāslūja, Jabal Ḩaqar (?), جبل حقر, Azmar Dāǧ (?), Azmar Dāgh (?), Asmir Dāgh (?), Silsilat Jibāl Azmar (?), سلسلة جبال ازمر, Kūh-i-Ḫiplak (?), Kūḫ-e Ḫōǧalāk (?), Kūh-e Khvojeh Lāk (?), Kūh-i-Khojalak (?), كوهِ خوُجِه لاك, Pir Omar Gudrun (?), Pir-i Mukurun (?), Jabal Bīrah Magrūn (?), Jabal Bīrah Makrūn (?), Shākh-i Pīra Magrūn (?), جبل بيرة مگرون",5,35.55906,45.22212,"KUR.ú-pa-a, 𒆳𒌑𒉺𒀀",mountain,"Māzamua (?), Iraq, Iran (?), Zagros",11 B1,"Bagg RGTC 7 3/2: 590, Helsinki Atlas: 18 (map 11 B1; Kūh-i-Ḫiplak / Kūḫ-e Ḫōǧalāk), Parpola Toponyms: 368, <a href='https://www.geonames.org/383948/jabal-taslujah.html' target='_blank'>Geonames: Jabal Ţāslūjah</a>, <a href='https://www.geonames.org/7426340/jabal-haqar.html' target='_blank'>Geonames: Jabal Ḩaqar</a>, <a href='https://www.geonames.org/8301275/taslujah.html' target='_blank'>Geonames: Ţāslūjah</a>, <a href='https://www.geonames.org/417096/baranand-dagh.html' target='_blank'>Geonames: Baranand Dāgh</a>, <a href='https://www.geonames.org/98267/silsilat-jibal-azmar.html' target='_blank'>Geonames: Silsilat Jibāl Azmar</a>, <a href='https://www.geonames.org/127034/kuh-e-khvojeh-lak.html' target='_blank'>Geonames: Kūh-e Khvojeh Lāk</a>, <a href='https://www.geonames.org/92771/jabal-birah-magrun.html' target='_blank'>Geonames: Jabal Bīrah Magrūn</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Upa [MOUNT UPâ])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Upa [MOUNT UPâ])</a>"
1015,Upî,"Upî, Ôpis, Tell al-Muǧailāt, Tulul Mujaili'",1,33.18405462323751,44.70127240121272,–,city,"Babylonia, Iraq",10 D3,"Helsinki Atlas: 18 (map 10 D3), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Upî? (Tulul Mujaili' D590)</a>"
1016,Upūmu,"Upūmu, Upumu, Ubume, Uppumu, Uppūme, Uppume, Pūmu, Pumu, Ibume, Elegerda, Legerda, Illyrisis, Illyrisos, Aphoumōn (?), Aphoumon (?), Fūm (?), Fum (?), Lice (?), Lijje (?)",3,38.512506,40.55165,"KUR.pu-u-me, 𒆳𒁍𒌋𒈨, KUR.up-pu-um-me, 𒆳𒌒𒁍𒌝𒈨, URU.i-pu-me, URU.i-bu-me, 𒌷𒄿𒁍𒈨, URU.pu-mu, 𒌷𒁍𒈬, URU.pu-u-me, 𒌷𒁍𒌋𒈨, URU.pu-ú-mu, 𒌷𒁍𒌑𒈬, URU.pu-um-me, 𒌷𒁍𒌝𒈨, URU.pu-um-mu, 𒌷𒁍𒌝𒈬, URU.ú-bu-me, URU.ú-pu-me, 𒌷𒌑𒁍𒈨, URU.ú-pu-mu, 𒌷𒌑𒁍𒈬, URU.up-pu-me, 𒌷𒌒𒁍𒈨, URU.up-pu-um-me, 𒌷𒌒𒁍𒌝𒈨","prov. capital, city, province","Šubria, Upūmu province, Turkey",3 D2,"Bagg RGTC 7 2/2: 630–631 (Uppumu), Helsinki Atlas: 18 (map 3 D2), Parpola Toponyms: 368–369 (Uppūme), Kessler (1995): <i>Šubria Urartu and Aššur. Topographical Questions around the Tigris Sources</i>. In Liverani (ed.): Neo-Assyrian Geography. 56–57 and 66 (map), <a href='https://pleiades.stoa.org/places/874462' target='_blank'>Pleiades: (E)Legerda/Illyrisos</a>, <a href='https://vici.org/vici/7606/' target='_blank'>Vici.org: Elegerda</a>, <a href='https://www.geonames.org/8630832/lice-ilcesi.html' target='_blank'>Geonames: Lice İlçesi</a>, <a href='https://pleiades.stoa.org/places/874329' target='_blank'>Pleiades: *Aphoumon/Kish</a>, <a href='https://vici.org/vici/7594/' target='_blank'>Vici.org: Aphoumon (Zercel Kale)</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Upumu</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Upumu</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Uppumu [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Uppumu [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Uppumu [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Uppumu [1])</a>"
1017,Uqnû,Uqnû,2,–,–,–,river,–,11 B4,Helsinki Atlas: 18 (map 11 B4)
1018,Urakka,"Urakka, Tall ʿĀmūdā, Tall ʻĀmūdā, Tell 'Amuda, تل عامودا, ʿĀmūdā, ‘Āmūdā, Amuda, Amude, Amouda, Aâmoûda, ‘Āmūdah, عامودا, عامودة, Kemaliye (?), Urkeš (?), Urkiš (?), Tell Mozan (?), Tell Mūzān (?), Mozan (?)",2,37.13288051644428,40.93342244583637,"URU.ú-rak-ka, 𒌷𒌑𒊩𒅗",city,"Turkey, Syria (?)",3 D3,"Bagg RGTC 7 2/2: 632, Helsinki Atlas: 18 (map 3 D3; Tell Mūzān), Parpola Toponyms: 370, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell 'Amuda)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall ʻĀmūdā</a>, <a href='https://www.geonames.org/173230/-amuda.html' target='_blank'>Geonames: ‘Āmūdā</a>, <a href='https://pleiades.stoa.org/places/404687441' target='_blank'>Pleiades: Urakka</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Urkeš (Mozan)</a>, <a href='http://urkesh.org/main/main8.htm' target='_blank'>The Urkesh Global Record</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Urakka)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Urakka)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Urakka)</a>"
1019,Urarṭu,"Urarṭu, Uruaṭri, Uraṭru, Urartu, Ararat",2,–,–,–,country,"Turkey, Armenia",4 B3,Helsinki Atlas: 18 (map 4 B3)
1136,Uratas,"Uratas, Asadābād, اسد آباد, Orontes, Oroandes mountains, Alvand",–,34.78241,48.12012,"KUR.ú-ra-ta-as, 𒆳𒌑𒊏𒋫𒊍",country,"Mādāja, Iran",–,"Bagg RGTC 7 3/2: 601, <a href='https://www.geonames.org/142872/asadabad.html' target='_blank'>Geonames: Asadābād</a>, <a href='https://pleiades.stoa.org/places/902985' target='_blank'>Pleiades: Alvand/Orontes/Oroandes M.</a>, <a href='https://www.geonames.org/7394206/kuh-e-alvand.html' target='_blank'>Geonames: Kūh-e Alvand</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Uratas)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Uratas)</a>"
1197,Urina,"Urina, Urinu, Urini, Kūh-e Kutur (?), Kird Kunī Kūtir (?), كرد كني كوتر, Kūh-e Reš (?), Gird-a Rash (?), Shax-î Girde Ṟesh (?), شاخى گردە ڕەش, Kirda Rashī (?), كرد رشي, Kirdash (?), كردش, Shax-î Kune Kotir (?), شاخى كونە كۆتر, Jabal Kūnah Kawtir (?), جبل كونه كوتر, Kona Koter (?), Kūnah Kutar (?), Kūnah Kūtir (?)",–,–,–,"KUR.ú-ri-ni, 𒆳𒌑𒊑𒉌",mountain,"Nimme, Iraq",–,"Bagg RGTC 7 3/2: 605–606, Bagg RGTC 7 3/1: 69 (Aruni), Parpola Toponyms: 374 (Urini), <a href='https://www.geonames.org/417208/gird-a-rash.html' target='_blank'>Geonames: Gird-a Rash</a>, <a href='https://www.geonames.org/7425916/kird-kuni-kutir.html' target='_blank'>Geonames: Kird Kunī Kūtir</a>, <a href='https://www.geonames.org/7426281/kirda-rashi.html' target='_blank'>Geonames: Kirda Rashī</a>, <a href='https://www.geonames.org/94233/shax-i-kune-kotir.html' target='_blank'>Geonames: Shax-î Kune Kotir</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Urinu)</a>"
1164,Urku...,Urku...,–,–,–,"URU.ur-ku..., 𒌷𒌨𒆪...",town,"Māzamua (?), Kār-Šarrukīn (?), Iraq (?), Iran (?), Zagros",–,"Bagg RGTC 7 3/2: 606, SAA 15 104"
1021,Urrubnu,"Urrubnu, Urrupnu, Baijān Dāġ, Chiyā-i Bējān, Shax-î Bîcane, شاخى بيجانه, Chiyā-i Ḩarīr, Jabal Ḩarīr, Jabal Harir",–,36.5325,44.57389,"KUR.ur-ru-ub-nu, 𒆳𒌨𒊒𒌒𒉡",mountains,"Ḫabrūri, Iraq",–,"Bagg RGTC 7 3/2: 607, Parpola Toponyms: 374 (Urrupnu), <a href='https://www.geonames.org/446890/chiya-i-bejan.html' target='_blank'>Geonames: Chiyā-i Bējān</a>, <a href='https://www.geonames.org/96045/chiya-i-harir.html' target='_blank'>Geonames: Chiyā-i Ḩarīr</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Urrubnu)</a>"
