appended,state,order,title,altName,cer,lat,lon,writ,type,countr,ha,bibl
2025-07-29-(11-32-11),edited,673,Meluḫḫa,"Meluḫḫa, Meluhha, Meluḫḫu, Meluhhu, Melaḫḫa, Melahha, Emeluḫḫa, Emeluhha, Kūsu, Kusu, Kāšu, Kush, Cush, Kuš, Aethiopia, Nubia",1,–,–,"me-luḫ-ḫa, KUR.me-luḫ, KUR.me-luḫ-ḫa, KUR.me-luḫ-ḫi, KUR.mi-luḫ-ḫa, KUR.me-luḫ-ḫe, KUR.me-luḫ-ḫe-e, KUR.me-luḫ-ḫe-e.KI, LÚ.me-luḫ-ḫe-e, KUR.eme-luḫ-ḫa, KUR.me-lu-ḫi, KUR.me-luḫ-x-ḫa","territory, country","Nubia, Egypt, Sudan, India",–,"Bagg RGTC 7 2/2: 422–424, <a href='https://pleiades.stoa.org/places/827790769' target='_blank'>Pleiades: Kush (kingdom)</a>"
2025-07-29-(11-32-11),edited,990,Nimme,"Nimme, Tumme, Nimun, Bītwāta, Bitwātā, Betwata, Bētwātah, Bêtwate, بتواتا, Bardi Sanjian Bitwata",2,36.33984,44.70281,"KUR.NIM-me, KUR.tum₄-me, 𒆳𒉏𒈨","territory, country",Iraq,4 D5,"Bagg RGTC 7 3/1: 435 (Nimme (?) and Tumme 2), Helsinki Atlas: 17 (map 4 D5), Parpola Toponyms: 359 (Tumme), <a href='https://www.geonames.org/97691/bitwatah.html' target='_blank'>Geonames: Bītwātah</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Bitwātā</a>, <a href='https://www.geonames.org/97692/bitwata.html' target='_blank'>Geonames: Bitwātā</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tummu)</a>"
2025-07-29-(16-25-44),edited,469,Iasūbu,"Iasūbu, Jasūbu, Jasubu, Jašubu, Yasubu, Yasupi, Yašubu",2,–,–,"KUR.ia-su-bi, 𒆳𒅀𒋢𒁉, KUR.ia-su-pi, 𒆳𒅀𒋢𒉿, KUR.ia-su-pu, 𒆳𒅀𒋢𒁍, KUR.ia-šu-bu, 𒆳𒅀𒋗𒁍, ia-su-ba-a-a, 𒅀𒋢𒁀𒀀𒀀, KUR.ia-su-ba-a-a, 𒆳𒅀𒋢𒁀𒀀𒀀, iá-a-šu-ba-a-a, 𒐊𒀀𒋗𒁀𒀀𒀀","mountain, territory",Iran,11 A3,"Bagg RGTC 7 2/1: 272–273 (Jasubu), Helsinki Atlas: 10 (map 11 A3), Parpola Toponyms: 185 (Jasubu), <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Yasubu [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Yasubu [Mount Yasubu])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Yasubu [Mount Yasubu])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Yasubu [Mount Yasubu])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Yasubaya [of Yasubu])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Yasubaya [of Yasubu])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Yašubaya [1])</a>"
2025-07-29-(16-42-53),new,1290,Jasume,"Jasume, Yasume",–,–,–,"KUR.ia-su-me, 𒌷𒅀𒋢𒈨",town,"Turkey, Syria (?)",–,"Bagg RGTC 7 2/1: 273 (Jasume 1), Parpola Toponyms: 349 (Tasume), <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Yasumu [1])</a>"
2025-07-29-(17-32-29),new,1291,Jasubigallu,"Jasubigallu, Iasubigallu, Yasubigallu, Jasubigallāja, Jasubigallāju, Yasubigallayu, Yasubigallian",–,–,–,"ia-su-bi-gal-la-a-a, 𒅀𒋢𒁉𒃲𒆷𒀀𒀀, LÚ.ia-su-bi-gal-la-a-a, 𒇽𒅀𒋢𒁉𒃲𒆷𒀀𒀀","country, territory","Iraq, Iran",–,"Bagg RGTC 7 2/1: 272, Parpola Toponyms: 185 (Jasubigallāja), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic Names (Yasubigallayu [Yasubigallian])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic Names (Yasubigallayu [Yasubigallian])</a>"
2025-07-29-(17-47-07),new,1292,Argada,Argada,–,–,–,"URU.ar-ga-da, 𒌷𒅈𒂵𒁕",town,"Dēru, Iraq, Iran (?)",–,"Bagg RGTC 7 2/1: 60, Parpola Toponyms: 28, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Argada [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Argada [1])</a>"
2025-07-29-(18-29-12),edited,483,Illubru,"Illubru, Illubri, Ilipra, Ellibir (?), Olymbros, Lampron, Namrun, Namrun Kalesi",1,37.16704,34.60218,"URU.il-lu-ub-ri, 𒌷𒅋𒇻𒌒𒊑, URU.il-lu-ub-ru, 𒌷𒅋𒇻𒌒𒊒",city,"Quwê, Ḫilakku (?), Turkey",1 D4,"Bagg RGTC 7 1: 114, Helsinki Atlas: 10 (map 1 D4), Parpola Toponyms: 173, <a href='https://www.geonames.org/10632458/namrun-kalesi.html' target='_blank'>Geonames: Namrun Kalesi</a>, <a href='https://pleiades.stoa.org/places/911351382' target='_blank'>Pleiades: Illubru</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Illubru [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Illubru [1])</a>"
2025-07-29-(22-08-06),new,1293,Ellibir,"Ellibir, Halbur, Odur Kalesi (?), Kayaburun (?)",5,39.284729,38.018967,"URU.el-li-bir, 𒌷𒂖𒇷𒄵",fortress,"Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 65–66, Parpola Toponyms: 123, <a href='https://publikationen.badw.de/de/rla/index' target='_blank'>Unger RlA 2: 357 (Ellibir)</a>, <a href='https://vici.org/vici/7425/?lang=en' target='_blank'>Vici.org: Odur Kalesi</a>, <a href='https://pleiades.stoa.org/places/629047' target='_blank'>Pleiades: Odur Kalesi</a>, <a href='https://www.geonames.org/308671/kayaburun.html' target='_blank'>Geonames: Kayaburun</a>, <a href='https://pleiades.stoa.org/places/988674926' target='_blank'>Pleiades: Ellibir</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ellibir [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ellibir [1])</a>"
2025-07-29-(22-42-24),new,1294,Šindarara,"Šindarara, Sindarara, fortress",–,39.4703799,37.8807432,"URU.ši-in-da-ra-ra, 𒌷𒅆𒅔𒁕𒊏𒊏",fortress,"Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 240, Parpola Toponyms: 336, <a href='https://pleiades.stoa.org/places/988674927' target='_blank'>Pleiades: Šindarara</a>, <a href='https://www.geonames.org/300750/sincan.html' target='_blank'>Geonames: Sincan</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Šindarara [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Šindarara [1])</a>"
2025-07-29-(23-50-02),edited,978,Tilgarimmu,"Tilgarimmu, Til-garimmu, Til-Garimmu, Til-garimme, Tīl-Garimme, Tagari, Ta-garimmu, Tegarama, Tagarama, Takarama, Lakarma, Lukarma, Gauraina, Gauraene, Tōgarmâ, Tôgarmāh, Togarma, Togarmah, תֹּגַרְמָה, Gürün, Gurun, İnönü, Inonu, Akçadağ (?), Arga (?)",3,38.72225,37.27097,"URU.DU₆-ga-ri-im-me, 𒌷𒇯𒂵𒊑𒅎𒈨, URU.DU₆-ga-rim-me, 𒌷𒇯𒂵𒆸𒈨, URU.DU₆-ga-rim-mu, 𒌷𒇯𒂵𒆸𒈬, URU.ta-ga-ri-im-mu, 𒌷𒋫𒂵𒊑𒅎𒈬","city, fortified city, prov. capital, province (?)","Melīdi, Kammānu, Turkey",2 D2,"Bagg RGTC 7 1: 256–257, Helsinki Atlas: 17 (map 2 D2), Parpola Toponyms: 353–354, Parpola Toponyms: 343 (Tagari), Yamada (2006): <i>The City of Togarma in Neo-Assyrian Sources</i>. Altorientalische Forschungen 33: 223–236, <a href='https://www.geonames.org/313314/gueruen.html' target='_blank'>Geonames: Gürün</a>, <a href='https://pleiades.stoa.org/places/628982' target='_blank'>Pleiades: Gauraina</a>, <a href='https://www.geonames.org/324953/akcadag.html' target='_blank'>Geonames: Akçadağ</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Til-garimmu [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Til-garimmu [1])</a>"
2025-07-30-(13-01-39),edited,956,Tarzi,"Tarzi, Tarzu, Tarsa, Tarša, trz, 𐡕𐡓𐡆, Tarsisi (?), Taršîš (?), Taršiš (?), Tarshish (?), תַּרְשִׁישׁ, tršš (?), 𐤕𐤓𐤔𐤔, Tharsis (?), Tarsis (?), Θαρσεῖς (?), Tharseis (?), Tarsos, Ταρσός, Antiocheia in Persis, Antiocheia pros Kydnō, Iouliopolis, Tarsus, Antiochia ad Cydnum, Ṭarsus, Ṭarsūs, طرسوس, Tārsūs, تارسوس, Gözlü Kule, Gözlükule, Gozlukule",1,36.91242262888753,34.89592313714341,"URU.ta-ar-zu, 𒌷𒋫𒅈𒍪, URU.tar-zi, 𒌷𒋻𒍣, trz, 𐡕𐡓𐡆, tršš (?), 𐤕𐤓𐤔𐤔",city,"Quwê, Turkey",1 D4,"Bagg RGTC 7 1: 251–252 (Tarzu), Helsinki Atlas: 17 (map 1 D4), Parpola Toponyms: 349, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tarsa / Tarsos (Gözlü Kule)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Gözlükule</a>, <a href='https://pleiades.stoa.org/places/648789' target='_blank'>Pleiades: Tarsus/Antiochia ad Cydnum</a>, <a href='https://www.geonames.org/10630870/goezluekule.html' target='_blank'>Geonames: Gözlükule</a>, <a href='https://www.geonames.org/299817/tarsus.html' target='_blank'>Geonames: Tarsus</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tarzu [Tarsus])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tarzu [Tarsus])</a>"
2025-07-30-(13-46-48),new,1295,Tarsisi,"Tarsisi, Tarsa, Tarša, Taršîš, Taršiš, Tarshish, תַּרְשִׁישׁ, tršš, 𐤕𐤓𐤔𐤔, Tharsis, Tarsis, Θαρσεῖς, Tharseis, Tarsos, Tarsus, Ṭarsus, Ṭarsūs, طرسوس, Tārsūs, تارسوس, Gözlü Kule, Gözlükule, Gozlukule, Tartessos (?), Karthago (?)",–,36.91242262888753,34.89592313714341,"KUR.tar-si-si, 𒆳𒋻𒋛𒋛, tršyš, תרשׁישׁ, tršš, 𐤕𐤓𐤔𐤔",city,"Quwê, Turkey",–,"Bagg RGTC 7 1: 251, Bagg RGTC 7 1: 251–252 (Tarzu), Helsinki Atlas: 17 (Tarzi; map 1 D4), Parpola Toponyms: 349 (Tarzi),<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tarsa / Tarsos (Gözlü Kule)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Gözlükule</a>, <a href='https://pleiades.stoa.org/places/648789' target='_blank'>Pleiades: Tarsus/Antiochia ad Cydnum</a>, <a href='https://www.geonames.org/10630870/goezluekule.html' target='_blank'>Geonames: Gözlükule</a>, <a href='https://www.geonames.org/299817/tarsus.html' target='_blank'>Geonames: Tarsus</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tarsisi [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tarsisi [1])</a>"
2025-07-31-(14-25-57),new,1296,Anduarsalia,"Anduarsalia, Anduarsalla (?), Kuşsarayı, Kussarayi, Kuşsaray, Kussaray, İzolu, Izolu, Bekirhüseyin, Bekirhuseyin",–,38.440955,38.69165,"URU.an-du-ar-sa-li-a, 𒌷𒀭𒁺𒅈𒊓𒇷𒀀","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 16, Parpola Toponyms: 20, <a href='https://pleiades.stoa.org/places/629098' target='_blank'>Pleiades: Tomisa</a>, <a href='https://vici.org/vici/7429/' target='_blank'>Vici.org: Tomisa</a>, <a href='http://imperium.ahlfeldt.se/places/34166.html' target='_blank'>DARE: Tomisa</a>, <a href='https://www.geonames.org/305287/kussarayi.html' target='_blank'>Geonames: Kuşsarayı/İzolu</a>, <a href='https://vici.org/vici/87772/' target='_blank'>Vici.org: Tomisa Kalesi</a>, <a href='https://pleiades.stoa.org/places/37101101' target='_blank'>Pleiades: Anduarsalia</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Anduarsalia [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Anduarsalia [1])</a>"
2025-07-31-(15-10-24),edited,1293,Ellibir,"Ellibir, Halbur, Odur Kalesi (?), Kayaburun (?)",5,39.284729,38.018967,"URU.el-li-bir, 𒌷𒂖𒇷𒄵","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 65–66, Parpola Toponyms: 123, <a href='https://publikationen.badw.de/de/rla/index' target='_blank'>Unger RlA 2: 357 (Ellibir)</a>, <a href='https://vici.org/vici/7425/?lang=en' target='_blank'>Vici.org: Odur Kalesi</a>, <a href='https://pleiades.stoa.org/places/629047' target='_blank'>Pleiades: Odur Kalesi</a>, <a href='https://www.geonames.org/308671/kayaburun.html' target='_blank'>Geonames: Kayaburun</a>, <a href='https://pleiades.stoa.org/places/988674926' target='_blank'>Pleiades: Ellibir</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ellibir [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ellibir [1])</a>"
2025-07-31-(15-10-24),edited,1294,Šindarara,"Šindarara, Sindarara, fortress",–,39.4703799,37.8807432,"URU.ši-in-da-ra-ra, 𒌷𒅆𒅔𒁕𒊏𒊏","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 240, Parpola Toponyms: 336, <a href='https://pleiades.stoa.org/places/988674927' target='_blank'>Pleiades: Šindarara</a>, <a href='https://www.geonames.org/300750/sincan.html' target='_blank'>Geonames: Sincan</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Šindarara [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Šindarara [1])</a>"
2025-07-31-(15-10-24),edited,1296,Anduarsalia,"Anduarsalia, Tomisa, Kuşsarayı, Kussarayi, Kuşsaray, Kussaray, İzolu, Izolu, Bekirhüseyin, Bekirhuseyin",5,38.440955,38.69165,"URU.an-du-ar-sa-li-a, 𒌷𒀭𒁺𒅈𒊓𒇷𒀀","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 16, Parpola Toponyms: 20, <a href='https://pleiades.stoa.org/places/629098' target='_blank'>Pleiades: Tomisa</a>, <a href='https://vici.org/vici/7429/' target='_blank'>Vici.org: Tomisa</a>, <a href='http://imperium.ahlfeldt.se/places/34166.html' target='_blank'>DARE: Tomisa</a>, <a href='https://www.geonames.org/305287/kussarayi.html' target='_blank'>Geonames: Kuşsarayı/İzolu</a>, <a href='https://vici.org/vici/87772/' target='_blank'>Vici.org: Tomisa Kalesi</a>, <a href='https://pleiades.stoa.org/places/37101101' target='_blank'>Pleiades: Anduarsalia</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Anduarsalia [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Anduarsalia [1])</a>"
2025-07-31-(15-49-40),new,1297,Kiaka,"Kiaka, Kijaka, Kiakis, Kiakkas, Ciaca, Chiaca, Morhamam",–,38.684612,38.387036,"URU.ki-a-ka, 𒌷𒆠𒀀𒅗","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 139, Parpola Toponyms: 205 (Kijaka), <a href='https://pleiades.stoa.org/places/629008' target='_blank'>Pleiades: Kiakis</a>, <a href='http://imperium.ahlfeldt.se/places/34153.html' target='_blank'>DARE: Kiakis</a>, <a href='https://vici.org/vici/7415/' target='_blank'>Vici.org: Kiakis</a>, <a href='https://www.geonames.org/304202/morhamam.html' target='_blank'>Geonames: Morhamam</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Kiaka [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Kiaka [1])</a>"
2025-07-31-(16-22-50),edited,74,Anmurru,"Anmurru, Nemerli, Nimri, Nimrî, Pınarlar, Pinarlar",–,38.8051167,38.6826521,"URU.an-mu-ur-ru, 𒌷𒀭𒈬𒌨𒊒","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 17, Parpola Toponyms: 20, <a href='https://www.openstreetmap.org/node/2302771741' target='_blank'>OpenStreetMap: Nimri</a>, <a href='https://www.geonames.org/7464173/pinarlar.html' target='_blank'>Geonames: Pınarlar</a>, <a href='https://pleiades.stoa.org/places/762647722' target='_blank'>Pleiades: Anmurru</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Anmurru)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Anmurru)</a>"
2025-07-31-(16-55-54),new,1298,Luḫsu,"Luḫsu, Luhsu",–,–,–,"URU.lu-uḫ-su, 𒌷𒇻𒄴𒋢","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 158, Parpola Toponyms: 228, <a href='https://pleiades.stoa.org/places/522605291' target='_blank'>Pleiades: Luhsu</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Luhsu [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Luhsu [1])</a>"
2025-07-31-(17-49-35),new,1299,Purṭir,"Purṭir, Purteyrlu, Burmahan",–,39.36667,38.31667,"URU.pur-ṭir, 𒌷𒁓𒋛𒀀","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 191–192, Parpola Toponyms: 282, <a href='https://www.geonames.org/320363/burmahan.html' target='_blank'>Geonames: Burmahan</a>, <a href='https://pleiades.stoa.org/places/100544804' target='_blank'>Pleiades: Purṭir</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Purṭir [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Purṭir [1])</a>"
2025-07-31-(19-48-05),new,1300,Kasku,"Kasku, Kaska, Kaski, Kiski, Kaskāja, Kaskaya, Kaskaiya, Kaška ",–,–,–,"KUR.ka-as-ku, 𒆳𒅗𒊍𒆪, KUR.kas-ki, 𒆳𒆜𒆠, KUR.kas-ku, 𒆳𒆜𒆪, KUR.ki-is-ki, 𒆳𒆠𒄑𒆠, KUR.kás-ka-a-a, 𒆳𒁉𒅗𒀀𒀀, URU.kas-ka-a-a, 𒌷𒆜𒅗𒀀𒀀, KUR.kas-ka-ia.MEŠ, 𒆳𒆜𒅗𒅀𒈨𒌍","territory, country",Turkey,–,"Bagg RGTC 7 1: 137–138, Parpola Toponyms: 203, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Kasku [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Kasku [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Kasku [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Kasku [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic Names (Kaskayu [of Kaska])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic Names (Kaskayu [of Kaska])</a>"
2025-07-31-(21-14-33),new,1301,Usi,"Usi, Chusa, Chousa, Yasıköy, Yazıköy, Yaziköy, Yazihüyük, Yazihuyuk, Yazıhüyük Köyü, Yazihuyuk Koyu",–,38.34404,34.63967,"URU.ú-si, 𒌷𒌑𒋛","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 270, Parpola Toponyms: 376, <a href='https://www.geonames.org/297369/yazihueyuek.html' target='_blank'>Geonames: Yazıhüyük</a>, <a href='https://pleiades.stoa.org/places/619139' target='_blank'>Pleiades: Chusa</a>, <a href='https://www.trismegistos.org/place/59240' target='_blank'>Trismegistos: Chousa (Yazıköy)</a>, <a href='http://imperium.ahlfeldt.se/places/36149.html' target='_blank'>DARE: Chusa</a>, <a href='https://pleiades.stoa.org/places/549905270' target='_blank'>Pleiades: Usi</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Usi [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Usi [1])</a>"
2025-07-31-(21-47-55),new,1302,Usian,"Usian, Osiena, Asiana, Göstesin, Gostesin, Ovaören, Ovaoren",–,38.63759,34.29033,"URU.ú-si-an, 𒌷𒌑𒋛𒀭","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 270–271, Parpola Toponyms: 376–377, <a href='https://www.geonames.org/313914/ovaoeren.html' target='_blank'>Geonames: Ovaören</a>, <a href='https://vici.org/vici/59832/' target='_blank'>Vici.org: Asiana-Osiena</a>, <a href='https://pleiades.stoa.org/places/619117' target='_blank'>Pleiades: Asiana/Osiena</a>, <a href='http://imperium.ahlfeldt.se/places/36144.html' target='_blank'>DARE: Asiana/Osiena</a>, <a href='https://pleiades.stoa.org/places/359593043' target='_blank'>Pleiades: Usian</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Usian [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Usian [1])</a>"
2025-07-31-(22-32-00),new,1303,Wargin,"Wargin, Uargin",–,–,–,"URU.ú-ar-gi-in, 𒌷𒌑𒅈𒄀𒅔","fortress, city","Melīdi, Kammānu, Turkey",–,"Bagg RGTC 7 1: 274, Parpola Toponyms: 362, <a href='https://pleiades.stoa.org/places/41488940' target='_blank'>Pleiades: Uargin</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Uargin [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Uargin [1])</a>"
2025-08-06-(13-49-00),edited,87,Aprê,"Aprê, Apre, Oinoparas, ʿAfrīn, ʿIfrīn, عفرين, Nahr ʿAfrīn, Nahr Aafrîne, Nahr Afrine, Nahr ‘Afrīn, Nahr `Afrin, نهر عفرين, Nahr al-ʿAfrīn, Afrin Suyu, Afrine Sou, Afrin Çayı, Afrin Cayi, Afrin River, Afrin Kanalı, Afrin Kanali, Oya Afrin Irmaği, Oya Afrin Irmagi, Mélas, Melas, Kızıl Irk (?), Kizil-Ark (?), Nahr al-Fuwār (?), Nahr al Fawwār (?), Nahr al Fawwar (?), نهر الفوار",2,36.420764,36.861534,"ÍD.ap-re-e, 𒀀𒇉𒀊𒊑𒂊",river,"Ḫatti, Pattinu, Samʾalla, Kullanīa, Turkey, Syria",2 C4,"Bagg RGTC 7 1: 289, Helsinki Atlas: 6 (map 2 C4), Parpola Toponyms: 21, <a href='https://www.geonames.org/10839370/afrin-cayi.html' target='_blank'>Geonames: Afrin Çayı</a>, <a href='https://www.geonames.org/174183/afrin-suyu.html' target='_blank'>Geonames: Afrin Suyu</a>, <a href='https://www.geonames.org/13423715/afrin-suyu.html' target='_blank'>Geonames: Afrin Suyu</a>, <a href='https://www.geonames.org/7625762/afrin-kanali.html' target='_blank'>Geonames: Afrin Kanalı</a>, <a href='https://pleiades.stoa.org/places/658557' target='_blank'>Pleiades: Oinoparas (river)</a>, <a href='https://www.geonames.org/438025/kizil-ark.html' target='_blank'>Geonames: Kizil-Ark</a>, <a href='https://www.geonames.org/170414/nahr-al-fawwar.html' target='_blank'>Geonames: Nahr al Fawwār</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Watercourses (Apre [1])</a>"
2025-08-06-(14-04-25),edited,1128,Sabaʾa,"Sabaʾa, Š<sup>ə</sup>ḇāʾ, Sheba, שְׁבָא‎, Sabaʾ, سَبَأ",–,–,–,–,country,"Yemen, Arabian Peninsula",–,–
